tagid,single_chain,single_weight,chains_clean,weights_clean,ordinal_in_tag,tagid_1,sum_weight
1c8834441f20e22a0aef009c095a6cab,"""j3"",""j5""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",14,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""p24""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",15,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""e16""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",16,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""t34""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",17,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""j4""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",18,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""p3"",""p42""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",19,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""e4"",""e17""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",20,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""t29"",""t20""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",21,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""j6"",""j7""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",22,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""p10""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",23,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""e6""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",24,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""t16""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",25,1c8834441f20e22a0aef009c095a6cab,1005
1c8834441f20e22a0aef009c095a6cab,"""j8""", 4,"""p20"",""t5"",""e22"",""p8""],[""p22"",""t19"",""e24"",""e14"",""t7""],[""p21""],[""e5""],[""t18""],[""j1""],[""p2""],[""e19""],[""t1""],[""j2""],[""p28"",""p34""],[""e1"",""e3""],[""t13"",""t17""],[""j3"",""j5""],[""p24""],[""e16""],[""t34""],[""j4""],[""p3"",""p42""],[""e4"",""e17""],[""t29"",""t20""],[""j6"",""j7""],[""p10""],[""e6""],[""t16""],[""j8""","901,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",26,1c8834441f20e22a0aef009c095a6cab,1005
203047dd1929e08684f45771d064466c,"""e21"",""p17"",""e51"",""p34""", 17,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",1,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""e44"",""e48"",""e14"",""p62""", 131,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",2,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""e20"",""e17"",""p44"",""e40""", 109,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",3,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""e37"",""p41"",""e31"",""p12""", 10,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",4,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""p19""", 8,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",5,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""e27""", 8,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",6,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""p25""", 8,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",7,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""e42""", 8,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",8,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""p16"",""p15""", 8,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",9,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""e52"",""e38""", 8,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",10,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""p11""", 8,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",11,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""e16""", 8,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",12,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""p35"",""p38""", 8,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",13,203047dd1929e08684f45771d064466c,363
203047dd1929e08684f45771d064466c,"""e39"",""e45""", 8,"""e21"",""p17"",""e51"",""p34""],[""e44"",""e48"",""e14"",""p62""],[""e20"",""e17"",""p44"",""e40""],[""e37"",""p41"",""e31"",""p12""],[""p19""],[""e27""],[""p25""],[""e42""],[""p16"",""p15""],[""e52"",""e38""],[""p11""],[""e16""],[""p35"",""p38""],[""e39"",""e45""],[""p42""],[""e33""],[""e19"",""p40"",""e41"",""p27""","17,131,109,10,8,8,8,8,8,8,8,8,8,8,8,8,0",14,203047dd1929e08684f45771d064466c,363
